,CLIENT_IDENTIFIER,ISSUER_NAME,ISSUERID,ISSUER_ISIN,ISSUER_LEI,ISSUER_TICKER,CARBON_EMISSIONS_TARGET_BASE_YEAR,CARBON_EMISSIONS_TARGET_DESC,CARBON_EMISSIONS_TARGET_REDUCT_PCT,CARBON_EMISSIONS_TARGET_YEAR,HAS_COMMITTED_TO_SBTI_TARGET,HAS_SBTI_APPROVED_TARGET,SBTI_LONG_TERM_TARGET_STATUS,SBTI_LONG_TERM_TARGET_YEAR,SBTI_NEAR_TERM_TARGET_STATUS,SBTI_NEAR_TERM_TARGET_YEAR,SBTI_NET_ZERO_TARGET_STATUS,SBTI_NET_ZERO_TARGET_YEAR,SBTI_UPDATE_DATE,TARGET_SUMMARY_ANNUAL_REDUCTION,TARGET_SUMMARY_APPLIED_TARGETS_IDS,TARGET_SUMMARY_CALCULATION_DATE,TARGET_SUMMARY_CUM_CHANGE_2030,TARGET_SUMMARY_CUM_CHANGE_2050,TARGET_SUMMARY_CUM_CHANGE_2070,TARGET_SUMMARY_CURRENT_PROGRESS,TARGET_SUMMARY_EFFECTIVE_COVERAGE,TARGET_SUMMARY_END_YEAR,TARGET_SUMMARY_IMPUTATION_TRANSPARENCY,TARGET_SUMMARY_NNZERO_2030,TARGET_SUMMARY_NNZERO_2050,TARGET_SUMMARY_NNZERO_2070,TARGET_SUMMARY_SCOPES,TARGET_SUMMARY_SCOPE_3_CATEGORIES,TARGET_SUMMARY_SELF_DECLARED_NZERO,TARGET_SUMMARY_TARGETS_IDS,TARGET_SUMMARY_TRACK_RECORD,TARGET_SUMMARY_TYPES,TARGET_SUMMARY_UNITS,TARGET_SUMMARY_USE_OF_OFFSETS,TARGET_UPDATE_DATE
968,US6687711084,GEN DIGITAL INC.,IID000000002185507,US6687711084,YF6ZV0M6AU4FY94MK914,GEN,2015.0,Scope 1 +2 (market-based),54.0,2033.0,,,,,,,,,,0.009404485595766,"IID000000002185507-4, IID000000002185507-5",2025-02-18,0.074103865816571,0.287350341998579,0.547551568289867,On track with all targets,0.105638279305936,2033.0,,,,,"1,2,3","3,6,7",,"IID000000002185507-1, IID000000002185507-2, IID000000002185507-3, IID000000002185507-4, IID000000002185507-5, IID000000002185507-6, IID000000002185507-7",Met some targets,ABSOLUTE,tCO2e,No,
969,JP3539220008,"T&D Holdings, Inc.",IID000000002185595,JP3539220008,3538008ARJ1MACEWA242,8795,2020.0,Reduce portfolio emissions from 1.14 tCO2e/JPY million invested in FY2020 to 0 tCO2e/JPY million by FY2050,100.0,2050.0,False,False,,,,,,,,0.010342643702249,"IID000000002185595-22, IID000000002185595-31, IID000000002185595-37, IID000000002185595-38, IID000000002185595-39, IID000000002185595-40",2025-02-18,0.067253478127133,0.289594023662976,0.573549783249986,On track with some targets,0.02398937405111,2050.0,"For target IID000000002185595-37, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 1835.0 tCO2e (reported). The imputed baseline value for Scope 2 is 46364.0 tCO2e (reported). For target IID000000002185595-38, we calculated the target value to be 17972.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185595-38, we imputed the baseline value for the year 2013. The imputed baseline value for Scope 1 is 2388.0 tCO2e (reported). The imputed baseline value for Scope 2 is 57520.0 tCO2e (reported). For target IID000000002185595-39, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2023. The imputed baseline value for Scope 1 is 1651.0 tCO2e (reported). The imputed baseline value for Scope 2 is 35708.0 tCO2e (reported). For target IID000000002185595-40, we calculated the target value to be 1496161.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185595-28, we calculated the target value to be 0.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185595-28, we imputed the baseline value for the year 2020. The imputed baseline value for Scope 3 is 0.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 15.",,,,"1,2,3",15,True,"IID000000002185595-10, IID000000002185595-11, IID000000002185595-12, IID000000002185595-13, IID000000002185595-14, IID000000002185595-15, IID000000002185595-16, IID000000002185595-21, IID000000002185595-22, IID000000002185595-23, IID000000002185595-24, IID000000002185595-25, IID000000002185595-26, IID000000002185595-27, IID000000002185595-28, IID000000002185595-29, IID000000002185595-3, IID000000002185595-30, IID000000002185595-31, IID000000002185595-32, IID000000002185595-33, IID000000002185595-34, IID000000002185595-35, IID000000002185595-36, IID000000002185595-37, IID000000002185595-38, IID000000002185595-39, IID000000002185595-40, IID000000002185595-41, IID000000002185595-5, IID000000002185595-6, IID000000002185595-7, IID000000002185595-8, IID000000002185595-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/square meter",No,2024-06-23
970,IT0003242622,TERNA - RETE ELETTRICA NAZIONALE SOCIETA PER AZIONI,IID000000002185719,IT0003242622,8156009E94ED54DE7C31,TRN,2019.0,Commits to reduce absolute scope 1 and 2 GHG emissions 46.2 percent by 2030 from a 2019 base year.,46.2,2030.0,,True,,,1.5 degrees C,2030.0,,,2023-03-02,-0.051586304682087,"IID000000002185719-14, IID000000002185719-15",2025-02-18,-0.412690437456699,-0.412690437456699,-0.412690437456699,Not on track with any targets,1.0,2030.0,"For target IID000000002185719-15, we calculated the target value to be 567577.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185719-15, we imputed the baseline value for the year 2021. The imputed baseline value for Scope 3 is 638444.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185719-14, we calculated the target value to be 897010.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185719-14, we imputed the baseline value for the year 2019. The imputed baseline value for Scope 1 is 68404.0 tCO2e (reported). The imputed baseline value for Scope 2 is 1598901.0 tCO2e (reported).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002185719-1, IID000000002185719-10, IID000000002185719-12, IID000000002185719-13, IID000000002185719-14, IID000000002185719-15, IID000000002185719-3, IID000000002185719-4, IID000000002185719-5, IID000000002185719-6, IID000000002185719-7, IID000000002185719-8, IID000000002185719-9",Met some targets,ABSOLUTE,tCO2e,No,2024-05-24
971,JP3546800008,TERUMO CORPORATION,IID000000002185720,JP3546800008,353800JX1R4582QVK932,4543,2018.0,"GHG reduction targets (fiscal year 2050 and 2030 target) that based on ""Science Based Targets"" in fiscal year 2019",80.0,2050.0,,True,,,1.5 degrees C,2030.0,,,2023-04-20,-0.019731187230004,"IID000000002185720-10, IID000000002185720-11, IID000000002185720-14, IID000000002185720-15, IID000000002185720-17",2025-02-18,-0.505643294004432,-0.552473242440108,-0.552473242440108,Not on track with any targets,1.0,2050.0,"For target IID000000002185720-17, we calculated the target value to be 143296.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185720-17, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 1 is 58647.0 tCO2e (reported). The imputed baseline value for Scope 2 is 230256.0 tCO2e (reported). For target IID000000002185720-13, we calculated the target value to be 173265.0 tCO2e for year 2019, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185720-13, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 1 is 58157.0 tCO2e (reported). The imputed baseline value for Scope 2 is 221302.0 tCO2e (reported).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002185720-1, IID000000002185720-10, IID000000002185720-11, IID000000002185720-13, IID000000002185720-14, IID000000002185720-15, IID000000002185720-16, IID000000002185720-17, IID000000002185720-18, IID000000002185720-2, IID000000002185720-4, IID000000002185720-5, IID000000002185720-7, IID000000002185720-8, IID000000002185720-9",Met some targets,"ABSOLUTE, INTENSITY","tCO2e, tCO2e/unit of revenue",No,2024-03-22
972,US8725401090,"THE TJX COMPANIES, INC.",IID000000002185762,US8725401090,V167QI9I69W364E2DY52,TJX,2017.0,55% absolute reduction in scope 1 and 2 emissions within our operational control boundary by FY2030 against a baseline year of FY2017,55.0,2030.0,False,False,,,,,,,,0.008766794079006,"IID000000002185762-10, IID000000002185762-12",2025-02-18,0.06406993511001,0.278934030165887,0.560542565358928,Not on track with any targets,0.032057236288989,2040.0,"For target IID000000002185762-10, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 105001.0 tCO2e (reported). The imputed baseline value for Scope 2 is 537044.0 tCO2e (reported).",,,,"1,2",,True,"IID000000002185762-10, IID000000002185762-11, IID000000002185762-12, IID000000002185762-4, IID000000002185762-5, IID000000002185762-6, IID000000002185762-7, IID000000002185762-8, IID000000002185762-9",Met some targets,ABSOLUTE,tCO2e,No,
973,JP3574200006,TOKYU CORPORATION,IID000000002185856,JP3574200006,3538005PGNIBTZYXAE45,9005,2019.0,Reduce absolute scope 1 and 2 GHG emissions by 100% by 2050 from 2019 base year,100.0,2050.0,,False,,,,,,,,-0.009660942014456,"IID000000002185856-13, IID000000002185856-15, IID000000002185856-19",2025-02-18,-0.104410040240196,-0.27050637640477,-0.27050637640477,On track with some targets,1.0,2050.0,"For target IID000000002185856-19, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2019. The imputed baseline value for Scope 1 is 127877.0 tCO2e (reported). The imputed baseline value for Scope 2 is 500511.0 tCO2e (reported). For target IID000000002185856-14, we calculated the target value to be 1760342.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185856-15, we calculated the target value to be 1835637.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185856-13, we calculated the target value to be 346651.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002185856-1, IID000000002185856-10, IID000000002185856-11, IID000000002185856-12, IID000000002185856-13, IID000000002185856-14, IID000000002185856-15, IID000000002185856-16, IID000000002185856-17, IID000000002185856-18, IID000000002185856-19, IID000000002185856-2, IID000000002185856-3, IID000000002185856-4, IID000000002185856-5, IID000000002185856-6, IID000000002185856-7, IID000000002185856-8, IID000000002185856-9",Met some targets,ABSOLUTE,tCO2e,No,2024-07-09
974,JP3629000005,TOPPAN Holdings Inc.,IID000000002185870,JP3629000005,3538003H9W4KIDODQY20,7911,2017.0,Reduce scope 3 emissions by 54.6% by 2030 from a 2017 base year.,54.6,2050.0,False,True,1.5 degrees C,2050.0,1.5 degrees C,2030.0,Approved,2050.0,2024-08-29,-0.035714285714286,"IID000000002185870-12, IID000000002185870-13, IID000000002185870-16",2025-02-18,-0.464210195760999,-1.0,-1.0,On track with some targets,1.0,2050.0,"For target IID000000002185870-18, we calculated the target value to be 637175.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185870-18, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 3 is 6371748.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185870-16, we calculated the target value to be 2892774.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185870-16, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 3 is 6371748.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185870-15, we calculated the target value to be 2892774.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185870-15, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 3 is 6371748.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185870-14, we calculated the target value to be 3343640.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185870-13, we calculated the target value to be 704539.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185870-12, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 1 is 236000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 937000.0 tCO2e (reported). The imputed baseline value for Scope 3 is 6371748.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185870-17, we calculated the target value to be 117300.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185870-17, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 1 is 236000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 937000.0 tCO2e (reported).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002185870-1, IID000000002185870-10, IID000000002185870-11, IID000000002185870-12, IID000000002185870-13, IID000000002185870-14, IID000000002185870-15, IID000000002185870-16, IID000000002185870-17, IID000000002185870-18, IID000000002185870-2, IID000000002185870-3, IID000000002185870-4, IID000000002185870-5, IID000000002185870-6, IID000000002185870-7, IID000000002185870-9",Not applicable,ABSOLUTE,tCO2e,No,2024-11-12
975,JP3621000003,"TORAY INDUSTRIES, INC.",IID000000002185873,JP3621000003,35380099TCYR5FHT0A11,3402,2013.0,Offset of GHG emissions thru absorptions,100.0,2050.0,,,,,,,,,,0.003143541550721,"IID000000002185873-22, IID000000002185873-27",2025-02-18,0.035696901513525,0.088019163420195,0.327590146477841,Not on track with any targets,0.17654839798509,2050.0,"For target IID000000002185873-22, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2017. The imputed baseline value for Scope 1 is 3200415.0 tCO2e (reported). The imputed baseline value for Scope 2 is 2275962.0 tCO2e (reported). For target IID000000002185873-23, we calculated the target value to be 3.0 tCO2e for year 2022, based on the target baseline value and reported reduction for Scopes 1, 2.",,,,"1,2",,True,"IID000000002185873-1, IID000000002185873-14, IID000000002185873-15, IID000000002185873-16, IID000000002185873-17, IID000000002185873-18, IID000000002185873-19, IID000000002185873-2, IID000000002185873-20, IID000000002185873-21, IID000000002185873-22, IID000000002185873-23, IID000000002185873-24, IID000000002185873-27, IID000000002185873-28, IID000000002185873-29, IID000000002185873-30, IID000000002185873-31, IID000000002185873-32, IID000000002185873-33, IID000000002185873-34, IID000000002185873-35, IID000000002185873-36, IID000000002185873-5, IID000000002185873-6, IID000000002185873-7, IID000000002185873-8",Met some targets,ABSOLUTE,tCO2e,Yes,2023-12-15
976,JP3596200000,TOTO LTD.,IID000000002185885,JP3596200000,,5332,2020.0,increase renewable energy consumption to 100% by 2040 against 2020 baseline,47.5,2040.0,False,True,,,1.5 degrees C,2030.0,,,2024-03-28,-0.027435897137496,"IID000000002185885-12, IID000000002185885-26",2025-02-18,-0.219487177099964,-0.219487177099964,-0.219487177099964,Not on track with any targets,1.0,2030.0,"For target IID000000002185885-7, we calculated the target value to be 450000.0 tCO2e for year 2022, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185885-35, we calculated the target value to be 13819500.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185885-34, we calculated the target value to be 6674.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185885-34, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 7851.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 11. For target IID000000002185885-33, we calculated the target value to be 13819500.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185885-27, we calculated the target value to be 13819500.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185885-26, we calculated the target value to be 184800.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2, 3. For target IID000000002185885-12, we calculated the target value to be 1528596.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185885-12, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 1798348.0 tCO2e (estimated by MSCI ESG Research).",,,,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",,"IID000000002185885-1, IID000000002185885-10, IID000000002185885-11, IID000000002185885-12, IID000000002185885-13, IID000000002185885-14, IID000000002185885-15, IID000000002185885-16, IID000000002185885-17, IID000000002185885-18, IID000000002185885-19, IID000000002185885-20, IID000000002185885-21, IID000000002185885-22, IID000000002185885-23, IID000000002185885-24, IID000000002185885-25, IID000000002185885-26, IID000000002185885-27, IID000000002185885-28, IID000000002185885-29, IID000000002185885-30, IID000000002185885-31, IID000000002185885-32, IID000000002185885-33, IID000000002185885-34, IID000000002185885-35, IID000000002185885-5, IID000000002185885-6, IID000000002185885-7, IID000000002185885-8, IID000000002185885-9",Not applicable,ABSOLUTE,tCO2e,No,2024-06-14
977,JP3633400001,TOYOTA MOTOR CORPORATION,IID000000002185905,JP3633400001,5493006W3QUS5LMH6R84,7203,2015.0,Scope 1+2 (location-based) Metric tons CO2e per unit of production,100.0,2050.0,False,True,,,1.5/Well-below 2 degrees C,2035.0,,,2022-11-03,-0.010865544444001,"IID000000002185905-25, IID000000002185905-26, IID000000002185905-40, IID000000002185905-41, IID000000002185905-42, IID000000002185905-43, IID000000002185905-45",2025-02-18,0.017308880258322,-0.304235244432032,-0.228003118754377,On track with some targets,0.737975504324068,2050.0,"For target IID000000002185905-5, we calculated the target value to be 1590000.0 tCO2e for year 2012, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185905-38, we calculated the target value to be 0.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185905-10, we calculated the target value to be 352000.0 tCO2e for year 2015, based on the target baseline value and reported reduction for Scope 3. For target IID000000002185905-19, we calculated the target value to be 5880000.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002185905-19, we imputed the baseline value for the year 2013. The imputed baseline value for Scope 1 is 2800000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 5040000.0 tCO2e (reported).",,,,"1,2,3",11,,"IID000000002185905-10, IID000000002185905-11, IID000000002185905-12, IID000000002185905-14, IID000000002185905-15, IID000000002185905-16, IID000000002185905-17, IID000000002185905-18, IID000000002185905-19, IID000000002185905-20, IID000000002185905-21, IID000000002185905-22, IID000000002185905-23, IID000000002185905-24, IID000000002185905-25, IID000000002185905-26, IID000000002185905-27, IID000000002185905-28, IID000000002185905-29, IID000000002185905-35, IID000000002185905-36, IID000000002185905-37, IID000000002185905-38, IID000000002185905-39, IID000000002185905-40, IID000000002185905-41, IID000000002185905-42, IID000000002185905-43, IID000000002185905-44, IID000000002185905-45, IID000000002185905-46, IID000000002185905-47, IID000000002185905-48, IID000000002185905-49, IID000000002185905-5, IID000000002185905-50, IID000000002185905-51, IID000000002185905-52, IID000000002185905-53, IID000000002185905-6, IID000000002185905-7, IID000000002185905-9",Met some targets,"ABSOLUTE, INTENSITY","gCO2e/passenger-km, tCO2e",No,2024-06-23
978,JP3635000007,TOYOTA TSUSHO CORPORATION,IID000000002185906,JP3635000007,549300CEE2ENIUJNXB84,8015,2019.0,Achieve net zero GHG emission,100.0,2050.0,True,,,,Committed,,,,2023-10-05,-0.035714285714286,"IID000000002185906-17, IID000000002185906-18",2025-02-18,-0.288692405705802,-1.0,-1.0,Not on track with any targets,1.0,2050.0,"For target IID000000002185906-18, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 399786.0 tCO2e (reported). The imputed baseline value for Scope 2 is 303832.0 tCO2e (reported). The imputed baseline value for Scope 3 is 43793587.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002185906-13, we calculated the target value to be 0.0 tCO2e for year 2050, based on the target baseline value and reported reduction for Scopes 1, 2.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002185906-1, IID000000002185906-10, IID000000002185906-11, IID000000002185906-12, IID000000002185906-13, IID000000002185906-14, IID000000002185906-16, IID000000002185906-17, IID000000002185906-18, IID000000002185906-3, IID000000002185906-4, IID000000002185906-5, IID000000002185906-6, IID000000002185906-7, IID000000002185906-8, IID000000002185906-9",Met some targets,ABSOLUTE,tCO2e,No,2023-12-15
979,JP3463000004,Takeda Pharmaceutical Company Limited,IID000000002186115,JP3463000004,549300ZLMVP4X0OGR454,4502,2020.0,Achieve net zero by 2040,100.0,2040.0,False,True,1.5 degrees C,2035.0,1.5 degrees C,2025.0,Approved,2040.0,2024-09-19,-0.054451753697151,"IID000000002186115-29, IID000000002186115-31, IID000000002186115-36, IID000000002186115-48, IID000000002186115-49, IID000000002186115-51, IID000000002186115-52",2025-02-18,-0.82427684528221,-0.980131566548716,-0.980131566548716,Not on track with any targets,1.0,2040.0,"For target IID000000002186115-43, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2018. The imputed baseline value for Scope 1 is 159610.0 tCO2e (reported). The imputed baseline value for Scope 2 is 217939.0 tCO2e (reported). For target IID000000002186115-44, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 302500.0 tCO2e (reported). The imputed baseline value for Scope 2 is 288000.0 tCO2e (reported). For target IID000000002186115-47, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 316000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 283000.0 tCO2e (reported). For target IID000000002186115-48, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2021. The imputed baseline value for Scope 1 is 316000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 283000.0 tCO2e (reported). The imputed baseline value for Scope 3 is 6244349.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002186115-9, we calculated the target value to be 0.0 tCO2e for year 2040, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002186115-9, we imputed the baseline value for the year 2016. The imputed baseline value for Scope 1 is 161000.0 tCO2e (reported). The imputed baseline value for Scope 2 is 206000.0 tCO2e (reported). For target IID000000002186115-31, we imputed the baseline value for the year 2018. The imputed baseline value for Scope 3 is 2612908.0 tCO2e (estimated by MSCI ESG Research) for the Scope 3 Categories 1, 2, 4.",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002186115-10, IID000000002186115-11, IID000000002186115-12, IID000000002186115-13, IID000000002186115-14, IID000000002186115-27, IID000000002186115-28, IID000000002186115-29, IID000000002186115-3, IID000000002186115-30, IID000000002186115-31, IID000000002186115-32, IID000000002186115-33, IID000000002186115-34, IID000000002186115-35, IID000000002186115-36, IID000000002186115-37, IID000000002186115-38, IID000000002186115-39, IID000000002186115-4, IID000000002186115-43, IID000000002186115-44, IID000000002186115-45, IID000000002186115-46, IID000000002186115-47, IID000000002186115-48, IID000000002186115-49, IID000000002186115-5, IID000000002186115-50, IID000000002186115-51, IID000000002186115-52, IID000000002186115-53, IID000000002186115-6, IID000000002186115-7, IID000000002186115-8, IID000000002186115-9",Met some targets,ABSOLUTE,tCO2e,Yes,2024-11-15
980,US87612E1064,TARGET CORPORATION,IID000000002186212,US87612E1064,8WDDFXB5T1Z6J0XC1L66,TGT,2017.0,Reduce scope 1 and 2 GHG emissions by 50% by 2030 from a 2017 base year.,50.0,2030.0,,True,,,2 degrees C,2030.0,Committed,,2019-03-27,-0.055555555555556,"IID000000002186212-13, IID000000002186212-18, IID000000002186212-20, IID000000002186212-23, IID000000002186212-4",2025-02-18,-0.313714883062572,-1.0,-1.0,On track with some targets,1.0,2040.0,"For target IID000000002186212-20, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 3 is 24003714.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002186212-18, we calculated the target value to be 1321496.0 tCO2e for year 2030, based on the target baseline value and reported reduction for Scopes 1, 2. For target IID000000002186212-18, we imputed the baseline value for the year 2017. The imputed baseline value for Scope 1 is 706176.0 tCO2e (reported). The imputed baseline value for Scope 2 is 1936817.0 tCO2e (reported). For target IID000000002186212-17, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2018. The imputed baseline value for Scope 1 is 755484.0 tCO2e (reported). The imputed baseline value for Scope 2 is 1836105.0 tCO2e (reported). The imputed baseline value for Scope 3 is 19493123.0 tCO2e (estimated by MSCI ESG Research). For target IID000000002186212-13, we imputed the baseline year and baseline value. Since there were no additional information in the target disclosure, we assumed the announcement year -1 as the baseline year and used reported or estimated emissions data for the corresponding year as baseline value. The imputed baseline year is 2020. The imputed baseline value for Scope 1 is 699877.0 tCO2e (reported). The imputed baseline value for Scope 2 is 1492208.0 tCO2e (reported). The imputed baseline value for Scope 3 is 24003714.0 tCO2e (estimated by MSCI ESG Research).",,True,True,"1,2,3","1,2,3,4,5,6,7,8,9,10,11,12,13,14,15",True,"IID000000002186212-1, IID000000002186212-10, IID000000002186212-11, IID000000002186212-12, IID000000002186212-13, IID000000002186212-14, IID000000002186212-15, IID000000002186212-16, IID000000002186212-17, IID000000002186212-18, IID000000002186212-19, IID000000002186212-2, IID000000002186212-20, IID000000002186212-21, IID000000002186212-22, IID000000002186212-23, IID000000002186212-24, IID000000002186212-3, IID000000002186212-4, IID000000002186212-5, IID000000002186212-7, IID000000002186212-8, IID000000002186212-9",Not applicable,ABSOLUTE,tCO2e,No,2024-06-23
